0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0272407	0.0272407	0	-3.64827e-16	0	0	0	0	0	0	0	0	0	0	0	1.76399
1.53612	-0.147325	1.04169	-4.02456e-16	2.77556e-17	1.55945	-0.138501	2.09897	0.0522228	2.19867	0.0248751	0	2.19595	0.109339	1.52315	1.76399
1.62099	0.0188782	1.5803	-0.0722904	-0.0441775	1.81209	0.0474826	2.09897	0.0522228	2.19867	0.0248751	0	2.19595	0.109339	1.52315	4.80765
3.86911	-0.132136	1.79541	-0.0883374	-0.0378506	3.89093	-0.134166	4.29136	0.215312	2.29552	0.0501313	0	2.28434	0.226323	1.83346	4.80765
3.94251	0.0710213	2.00048	0.3588	0.137926	4.19528	0.218461	4.29136	0.215312	2.29552	0.0501313	0	2.28434	0.226323	1.83346	5.58148
6.78963	0.390364	2.61036	-0.0506593	-0.0119067	6.86352	0.416817	6.56942	0.496096	2.38942	0.0753728	0	2.36382	0.348847	6.14378	5.58148
6.72239	0.426453	2.6451	0.0526703	0.116144	6.43926	0.472879	6.56942	0.496096	2.38942	0.0753728	0	2.36382	0.348847	6.14378	1.51842
9.07075	0.594469	2.68187	0.192505	0.0459857	9.07733	0.593211	8.92437	0.89924	2.47943	0.100423	0	2.43359	0.474526	0.353694	1.51842
9.03645	0.663373	2.71863	0.0143429	0.229112	8.89749	0.886982	8.92437	0.89924	2.47943	0.100423	0	2.43359	0.474526	0.353694	1.65285
11.5515	1.65786	2.80346	0.745354	0.317653	11.5756	1.6669	11.3468	1.427	2.56464	0.125106	0	2.49328	0.600781	1.6277	1.65285
11.5302	1.61258	2.8079	0.396857	-0.394862	11.4447	1.42958	11.3468	1.427	2.56464	0.125106	0	2.49328	0.600781	1.6277	0.872596
13.5869	2.31005	2.84035	0.110901	-0.323473	13.5921	2.31191	13.827	2.07905	2.64422	0.149244	0	2.5429	0.724947	0.102761	0.872596
13.5969	2.27605	2.86178	0.0705532	-0.342175	13.6572	1.99915	13.827	2.07905	2.64422	0.149244	0	2.5429	0.724947	0.102761	0.558132
16.6183	2.89785	2.8402	0.499289	0.143819	16.6456	2.903	16.3554	2.85243	2.71736	0.172667	0	2.58284	0.844365	1.77163	0.558132
16.5503	2.87482	2.85693	0.299855	-0.154709	16.282	2.84648	16.3554	2.85243	2.71736	0.172667	0	2.58284	0.844365	1.77163	1.40709
18.9931	3.70155	2.9033	0.231166	-0.109014	19.0106	3.70555	18.923	3.74161	2.78333	0.19521	0	2.61382	0.95648	0.424558	1.40709
19.0668	3.72202	2.88449	0.248302	-0.0851484	19.363	3.87122	18.923	3.74161	2.78333	0.19521	0	2.61382	0.95648	0.424558	1.47642
